길명,길소개,총길이,총소요시간,시작지점명,시작지점도로명주소,시작지점소재지지번주소,종료지점명,종료지점소재지도로명주소,종료지점소재지지번주소,경로정보,관리기관전화번호,관리기관명,데이터기준일자,위도,경도,제공기관코드,제공기관명
남목역사누리길,"남목의 자연, 문화, 역사 자원을 쉽게 찾고 즐기고 누릴 수 있는 이야길이다.",11,3시간,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구→울산테마식물수목원→삼거리→주전봉수대→주전가족휴양지→망양대→남목마성→남목전통시장→옥류천 입구,052-209-3877,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
해파랑길8구간,울산 시민이 가장 사랑하는 염포산 숲길을 지나 일산해변까지 이어진 코스다. 해식 절벽의 전형적인 모습을 간직한 대왕암공원 등 볼거리가 많다.,12.5,5시간,염포삼거리,,울산광역시 북구 염포동 580,일산해수욕장,,울산광역시 동구 일산동 1000,염포삼거리→울산대교전망대→방어진항→대왕암공원→일산해수욕장,052-209-3363,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
소양강둘레길 3코스,소양강과 아미산군립공원을 둘러보는 호수숲길,4.9,2시간,자유수호희생자위령탑,,강원도 인제군 인제읍 남북리 434-43,군축교(종점),,강원도 인제군 인제읍 남북리 산 56-4,자유수호위령탑→전망대→용바위쉼터→바람골→군축교,033-460-2083,강원도 인제군청,2021-06-10,,,4330000,강원도 인제군
솔마루길 남산,선암호수공원에서 태화강둔치까지 연결되는 도심속 순환산책로 4구간,1.3,30분,맨발등산로,울산광역시 남구 은월로 37,울산광역시 남구 옥동 산291-6,크로바아파트 입구,울산광역시 남구 신정동 남산로 314번길,울산광역시 남구 신정동 산94-16,맨발등산로→남산전망대→남산루→크로바아파트입구,052-226-5892,울산광역시 남구청,2021-09-27,,,6310000,울산광역시
솔마루길 삼호산,선암호수공원에서 태화강둔치까지 연결되는 도심속 순환산책로 3구간,3.6,1시간 10분,솔마루하늘길,울산광역시 남구 옥동 산117,울산광역시 남구 옥동 산117,맨발등산로,울산광역시 남구 은월로 37,울산광역시 남구 옥동 산291-6,솔마루하늘길→차폐형등산로→솔마루정→고래전망대→태화강전망대→맨발등산로,052-226-5892,울산광역시 남구청,2021-09-27,,,6310000,울산광역시
제주 올레길 10코스,화순금모래해변에서 시작해 산방산 옆과 송악산을 지나 대정읍 하모까지 이어지는 해안올레,17.3,4~5시간,화순해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 69,,모슬포 하모체육공원 안내소,제주특별자치도 서귀포시 대정읍 신영로94번길 18,,화순금모래해변 → 대체탐방로시작점 → 보덕사 → 대체탐방로종점 → 송악산 → 섯알오름 → 하모해수욕장 → 하모체육공원,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 9코스,작고 정겨운 대평포구에서 시작해 말이 다니던  몰질을 따라 걷노라면 절벽 위의 드넓은 초원인 박수기정이 나온다.,7.5,3~4시간,대평포구,제주특별자치도 서귀포시 안덕면 난드르로 82,,화순금모래해변,제주특별자치도 서귀포시 안덕면 화순해안로 69,,대평포구 → 몰질 → 볼레낭길 → 월라봉 → 진모르동산 → 자귀나무숲길 → 황개천 → 화순금모래해변,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 8코스,바당올레 코스. 바다에 밀려 내려온 용암이 굳으면서 절경을 빚은 주상절리와 흐드러진 억새가 일품인 열리 해안길을 지난다,19.2,5~6시간,월평 아왜낭목,제주특별자치도 서귀포시 월평하원로 11,,대평포구,제주특별자치도 서귀포시 안덕면 난드르로 82,,월평마을아왜낭목 → 약천사 → 대포포구 → 주상절리안내소 → 베릿내오름입구 → 예래생태공원 → 논짓물 → 대평포구,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 7-1코스,제주 중산간의 아름다움을 온몸으로 호흡하며 걷는 올레,15,4~5시간,제주월드컵경기장 광장 앞,제주특별자치도 서귀포시 월드컵로 33,,외돌개 솔빛바다 앞,제주특별자치도 서귀포시 중문로69번길 12,,제주월드컵경기장 → 대신중학교 → 엉또폭포 → 고근상 → 제남아동복지센터 → 서호초등학교 → 하논분화구 → 삼매봉입구삼거리 → 외돌개,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 7코스,외돌개를 출발하여 법환포구를 경유해 월평포구까지 이어진 해안올레,17.7,4~5시간,외돌개 솔빛바다 입구,제주특별자치도 서귀포시 중문로69번길 12,,월평 아왜낭목,제주특별자치도 서귀포시 월평하원로 11,,외돌개 → 돔베낭길 → 수봉로 → 법환포구 → 일강정바다올레 → 서건도앞 → 강정천 → 월평포구 → 월평마을아왜낭목,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 6코스,쇠소깍을 출발하여 서귀포 시내를 통과. 이중섭거리와 천지연폭포 위 산책로를 거쳐 외돌개까지 이어지는 해안 도심 올레,13.3,4~5시간,쇠소깍,제주특별자치도 서귀포시 효돈로 170,,외돌개 솔빛바다 입구,제주특별자치도 서귀포시 중문로69번길 12,,쇠소깍 → 제지기오름 → 구두미포구 → 검은여쉼터 → 제주올레안내소 → 삼매봉오르는길 → 외돌개,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 5코스,일출봉이 아스라이 보이는 남원포구에서 시작해 대한민국에서 가장 아름다운 해안 산책로로 꼽히는 큰엉 경승지 산책길을 지나 민물과 바닷물이 만나는 쇠소깍까지 이어지는 길,13.4,4~5시간,남원포구,제주특별자치도 서귀포시 남원읍 남태해안로 140,,쇠소깍,제주특별자치도 서귀포시 효돈로 170,,남원포구 → 큰엉입구 → 국립수산과학원 → 위미동백나무군락 → 조배머들코지 → 넙빌레 → 망장포 → 예촌망 → 쇠소깍,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 4코스,절반은 아름다운 해안 올레고. 나머지 절반은 오름과 중산간 올레,23.6,6~7시간,표선해비치해변 제주올레 4코스 안내소,제주특별자치도 서귀포시 표선면 민속해안로 631-45,,남원포구 제주올레 5코스 안내소,제주특별자치도 서귀포시 남원읍 남태해안로 140,,표선해비치해변 → 해양수산연구원 → 해병대길 → 남쪽나라횟집 → 망오름정상 → 영청사 → 태흥2리체육공원 → 남원포구,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 3코스 B,장장 19.9km에 걸친 중산간 길의 고즈넉함을 만끽할 수 있는 올레,13.7,4~5시간,온평포구,제주특별자치도 서귀포시 성산읍 환해장성로 498,,표선해비치해변 4코스 안내소 앞,제주특별자치도 서귀포시 표선면 민속해안로 631-45,,온평포구 → 신풍신천바다목장 → 배고픈다리 → 표선해비치해변,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
봉선지둘레길,농촌마을종합개발사업으로 물버들권역이 조성되어 있으며 봉선저수지에 테마공원이 조성되어 있어 연계관광자원으로 활용,7,2시간,봉선저수지 테마공원,충청남도 서천군 마산면 한마로 677,충청남도 서천군 마산면 벽오리 185,봉선저수지 테마공원,충청남도 서천군 마산면 한마로 677,충청남도 서천군 마산면 벽오리 185,공원 → 월명산(2km) → 펜션(3.5km) → 소야리마을(4.5km) → 펜션(5.5km) → 공원(6.5km),041-950-4740,충청남도 서천군청,2021-07-12,,,4580000,충청남도 서천군
서면 부사호 도보 여행길,부사호 간척지 배수갑문에서 출발하여 주산경계 지점까지,6,90분,부사호배수문입구,충청남도 서천군 서면 부사로,충청남도 서천군 서면 도둔리 480-119,주산경계,충청남도 서천군 서면 부사로,충청남도 서천군 서면 도둔리 480-119,"1코스 : 부사호배수문입구(0㎞) → 부사호천변(3.43㎞)→주산경계교(0.2㎞), 2코스 : 부사호배수문입구(0㎞) → 부사호방파제(2.8㎞) →주산경계(0.2㎞)",041-950-4740,충청남도 서천군청,2021-07-12,,,4580000,충청남도 서천군
춘장대 도보여행길,서면 상하촌 - 서면 춘장대리 지내,4.49,1시간,주항배다리저수지,충청남도 서천군 서면 주원로 2,충청남도 서천군 주항리 367,춘장대해수욕장,충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,주항배다리입구(0) → 개척도로(4.0㎞) → 춘장대입구(0.9㎞),041-950-4740,충청남도 서천군청,2021-07-12,,,4580000,충청남도 서천군
장항 성주산(왕제산) 탐방로,"서천군 장항읍 성주2,3,4리",3,1시간,성주산등산로 입구,충청남도 서천군 성주새길 2,충청남도 서천군 장항읍 성주리 236-2,도인정사,충청남도 서천군 장항읍 성주새길175번길 64-5,충청남도 서천군 장항읍 성주리 3,성주산등산로 입구 → 성주산 정상(0.17km) → 성주산포켓쉼터(0.18km) → 왕제산 포켓쉼터(1.5km) → 왕제산 정상(0.5km) → 도인정사(0.4km),041-950-4740,충청남도 서천군청,2021-07-12,,,4580000,충청남도 서천군
서천 금강2경 도보여행길,4대강중의 하나인 금강은 충청도와 전라북도를 에두르고 휘돌며 구비마다 충청도의 아름다운 경관을 감싸안고 흐르는 금강하굿둑에서 신성리갈대밭까지 금강변을 따라 걷는길,15,3시간45분,금강하둣둑 관광단지 입구,충청남도 서천군 마서면 장산로 849,충청남도 서천군 마서면 도삼리 73-18,신성리갈대밭,충청남도 서천군 한산면 신성로,충청남도 서천군 한산면 신성리 125-1,금강하굿둑 관광단지 입구 → 조류생태전시관(1.04 km) → 금강 2경(신성리갈대밭길 13.01km) → 신성리갈대밭(15.04 km),041-950-4740,충청남도 서천군청,2021-07-12,,,4580000,충청남도 서천군
염하강철책길,"평화누리길의 시작점으로 강화도를 바라보며 부래도, 염하강을 따라 철책길을 걷는 구간으로 가족과 함께 걷기 좋은 길",14,4:00,대명항,-,경기도 김포시 대곶면 대명리 517-4,문수산성남문,-,경기도 김포시 월곶면 포내리 2-2,대명항→덕포진→쇄암리쉼터→고양리쉼터→문수산성남문,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
조강철책길,북한과 가장 인접한 코스로 문수산성 성곽길을 오르면 북한지역이 관찰 가능하며 조강 철책을 따라 평화 통일을 생각하며 걷는 길,8,3:10,문수산성남문,-,경기도 김포시 월곶면 포내리 2-2,애기봉 입구,-,경기도 김포시 하성면 가금리 219-8,문수산성남문→홍예문→조강리게스트하우스→조강저수지→애기봉 입구,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
한강철책길,김포평야가 펼쳐지고 한강이 흐르는 구간으로 한강하구 후평리 철새도래지가 있어 철새를 관찰하기 좋은 코스,17,4:30,애기봉입구,-,경기도 김포시 하성면 가금리 219-8,전류리포구,-,경기도 김포시 하성면 전류리 43-4,애기봉입구→마근포리마을회관→연화사→석탄리철새조망지→전류리포구,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
행주나루길,행주산성에서 시작되어 옛 나루터가 위치했던 행주 대교 아래를 지나 도심 속 전원 풍경이 한눈에 들어오며 호수 공원으로 이어지는 길,11,3:00,행주산성,-,경기도 고양시 덕양구 행주외동 62-5,호수공원(선인장전시관),-,경기도 고양시 일산동구 장항동 908-2,행주산성→행주대교→신평소초→청평지→호수공원(선인장전시관),031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
킨텍스길,호수공원에서 고양시를 대표하는 마이스 산업과 신한류관광의 중심지인 킨텍스가 농촌마을과 함께 공존하는 길,8,2:20,호수공원(선인장전시관),-,경기도 고양시 일산동구 장항동 908-2,동패지하차도,-,경기도 고양시 일산서구 가좌동 576-8,호수공원(선인장전시관)→킨텍스→고양종합운동장→가좌근린공원→동패지하차도,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
출판도시길,이국적인 정취가 느껴지는 출판도시를 통과해 인공습지를 지나 탁트인 풍경의 통일전망대를 만날 수 있는 길,16,4:20,동패지하차도,-,경기도 고양시 일산서구 가좌동 576-8,성동사거리,-,경기도 파주시 탄현면 성동리 638,동패지하차도→출판도시(이채사거리)→송촌대교→검단사입구→성동사거리,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
헤이리길,"체인지업캠퍼스, 헤이리마을을 거쳐 많은 볼거리를 즐길 수 있는 길로 이후 펼쳐지는 반구정까지는 한가로운 코스",21,5:30,성동사거리,-,경기도 파주시 탄현면 성동리 638,반구정,-,경기도 파주시 문산읍 사목리 212-3,성동사거리→프로방스→오금교→내포리쉼터→반구정,031-956-8306,경기관광공사,2021-07-20,,,B551328,경기관광공사
