관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,하늘바라기캠핑장,야영장,36.9802485,128.5748679,경상북도 영주시 단산면 영단로535번길 65-22,경상북도 영주시 단산면 좌석리 299,054-637-2456,6,1000,50,,,,,,,,,,,,,,30,,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:20000원+성수기:30000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,선달산계곡캠핑장,야영장,37.0356994,128.6765970,경상북도 영주시 부석면 영부로890번길 134,경상북도 영주시 부석면 남대리 45-7,,15,4978,39,,,,,,,,,,,,,,60,20,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:30000원+성수기:35000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,전주도란도란캠핑장,자동차야영장,35.817366,127.156102,전라북도 전주시 완산구 간납로 13 (남노송동),전라북도 전주시 남노송동 88-1,000-0000-0000,10,2512,31.05,,,,,,,,,,,,,,30,10,전기시설+상하수도시설+샤워실,소화기+대피공간,카페,15:00 ~ 익일 10:00,120000-190000,063-281-5045,전라북도 전주시청,2018-08-14,4640000,전라북도 전주시
,,,,,,,공릉관광지 캠핑장,야영장,37.7498111,126.8335655,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-7,031-945-2250,16,9393,,,,,,,,,,,,,,,64,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,은사시 캠핑장,야영장,37.9558638,126.8452389,경기도 파주시 적성면 자장로 115,경기도 파주시 적성면 자장리 567-1,000-0000-0000,18,2545,,,,,,,,,,,,,,,72,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,두리캠핑장,야영장,37.5697888,126.7636603,,인천광역시 계양구 귤현동 28-1,032-543-8820,53,11829,75.01,,,,,,,,,,,,,,270,32,전기시설＋개수대화장실＋샤워장＋화로대＋매점,소화기＋확성기＋관리요원,"놀이터,족구장,배드민턴장",,,032-450-5864,계양구청,2019-07-24,3550000,인천광역시 계양구
,,,,,,,귀한농부학교,야영장,37.8825708585,126.872273505,경기도 파주시 법원읍 술이홀로 1333번길 128,경기도 파주시 적성면 금곡리 422-1,000-0000-0000,31,4944,,,,,,,,,,,,,,,124,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,호수캠핑장,야영장,37.7748224,126.9333724,경기도 파주시 광탄면 기산로 413-69,경기도 파주시 광탄면 기산리 387-1,000-0000-0000,8,1333,,,,,,,,,,,,,,,32,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,별난독서캠핑장,야영장,37.8845662,126.877588,경기도 파주시 법원읍 술이홀로 1315,경기도 파주시 법원읍 금곡리 336-5,031-940-5924,23,9414,,,,,,,,,,,,,,,92,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,하마캠핑장,야영장,37.9610904,126.8696394,경기도 파주시 적성면 국사로 297,경기도 파주시 적성면 자장리 147-1,000-0000-0000,15,3275,,,,,,,,,,,,,,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,동화힐링캠프,야영장,37.8922234626,126.841083895,경기도 파주시 파평면 파평산로 363번길 32-9,경기도 파주시 파평면 두포리 121,031-952-2002,37,36168,,,,,,,,,,,,,,,148,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,청풍명월 캠핑장,야영장,37.8268494,126.7246469,경기도 파주시 탄현면 방촌로955번길 237,경기도 파주시 탄현면 문지리 264-4,000-0000-0000,7,1085,,,,,,,,,,,,,,,28,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,박석캠핑장,야영장,37.8347842,126.7397056,경기도 파주시 탄현면 동오리길 135-48,경기도 파주시 탄현면 낙하리 252,000-0000-0000,13,1453,,,,,,,,,,,,,,,52,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,학교안 풍경 캠핑장,야영장,37.9152586,126.908816,경기도 파주시 법원읍 수작골길 273,경기도 파주시 법원읍 웅담리 43-1,000-0000-0000,23,8311,,,,,,,,,,,,,,,92,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,느티타무 그늘아래 캠핑장,야영장,37.8757377,126.756463,경기도 파주시 문산읍 사목로108번길 63-11,경기도 파주시 문산읍 사목리 328,000-0000-0000,8,1424,,,,,,,,,,,,,,,32,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,명학산 캠핑장,야영장,37.850899,126.831179,경기도 파주시 파주읍 향양리 4-1,경기도 파주시 파주읍 향양리 4-1,000-0000-0000,19,1625,,,,,,,,,,,,,,,76,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,율곡캠핑장,야영장,37.8917665542,126.828784039,경기도 파주시 파평면 장승배기로 390-217,경기도 파주시 파평면 율곡리 13,000-0000-0000,45,5732,,,,,,,,,,,,,,,180,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,캠프예그리나,야영장,37.7770133403,126.909427887,경기도 파주시 광탄면 쇠장이길 56,경기도 파주시 광탄면 기산리 658-4,000-0000-0000,30,3635,,,,,,,,,,,,,,,120,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,양산숲오토캠핑장,자동차야영장,34.8793261192,125.996115008,전라남도 신안군 자은면 자은서부2길 508-77,전라남도 신안군 자은면 백산리 산271-21,061-240-8453,15,3500,,,,,,,,,,,,,,,60,,화장실+공동취사장,소화기+대피공간,카라반,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,신안우전설레미캠핑장,자동차야영장,34.9606789,126.1354836,전라남도 신안군 증도면 우전길 34-12,전라남도 신안군  증도면 우전리 42,061-275-3692,18,132.06,,,,,,,,,,,,,,,72,,화장실+취사시설,소화기+대피공간,카라반,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,파주기산캠프,야영장,37.7754570,126.9218202,경기도 파주시 기산로 207-31,경기도 파주시 광탄면 기산리 471-2,031-957-8010,35,3564,,,,,,,,,,,,,,,140,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,하늘연 캠핑장,야영장,37.951115,126.9216572,경기도 파주시 적성면 마지초교길 22-61,경기도 파주시 적성면 마지리 70,000-0000-0000,15,1606,,,,,,,,,,,,,,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,임진강리조트,자동차야영장,37.9374128,126.8703798,경기도 파주시 파평면 청송로 550,경기도 파주시 파평면 덕천리 289-1,031-959-2222,15,3511,,,,,,,,,,,,,,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,몽돌바다캠핑장,야영장,34.8738941049,126.13718601,전라남도 신안군 암태면 진작지길 139-63,전라남도 신안군 암태면 신석리 413-2,061-262-8872,23,97.38,,,,,,,,,,,,,,,92,,화장실+샤워장+매점,소화기+대피공간,,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,시목야영장,야영장,34.6743152,125.9463124,전라남도 신안군  도초면 시목길 290,전라남도 신안군 도초면 오류리 965-2,061-275-1339,50,87.84,,,,,,,,,,,,,,,200,,취사장+화장실+샤워장,소화기+대피공간,,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,천일염힐링캠프,야영장,34.9935923,126.1757379,전라남도 신안군 증도면 지도증도로 1083-4,전라남도 신안군 증도면 대초리 1667-2,061-275-0370,6,137,,,,,,,,,,,,,,,24,,화장실+샤워장+세탁실,소화기+대피공간,카라반,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,아름다운글램핑장,야영장,34.907952,126.3374623,전라남도 신안군 압해읍 복룡로 669-12,전라남도 신안군 압해읍 복룡리 147,061-271-8633,6,10.92,,,,,,,,,,,,,,,24,,야외바비큐장,소화기+대피공간,글램핑,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,하늘바다캠핑장,야영장,34.6918105282,126.146221519,전라남도 신안군 안좌면 존포길 234-63,전라남도 신안군 안좌면 존포리 산68-2,061-000-0000,50,9728,,,,,,,,,,,,,,,200,,화장실+샤워장+매점+수영장,소화기+대피공간,,,,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
,,,,,,,성동 서울숲 여름캠핑장,야영장,37.5430702368,127.0417993255,서울특별시 성동구 뚝섬로 273,서울특별시 성동구 성수동1가 685-20,02-2286-5657,24,2000,,,,,,,,,,,,,,,100,,데크+텐트대여,소화기,,매년 7~8월 (금~일)14:00~익일 11:00,10000,02-2286-5663,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
,,,,,,,갯골캠핑장,야영장,37.3898877609,126.7628416928,경기도 시흥시 동서로 137-71,경기도 시흥시 월곶동 520-240,031-488-6999,45,38157,123,,,,,,,,,,,,,,220,306,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 대피공간 + 관리요원,고정형텐트 3동,당일 14:00 ~ 익일 11:00,관외 35000원/관내 25000원/관외(게르) 90000원/관내(게르) 70000원,031-488-6999,경기도 시흥시 시설관리공단,2020-06-02,4010000,경기도 시흥시
,,,,,,,물왕숲캠핑파크,야영장,37.381165,126.828042,경기도 시흥시 물왕동 341-12,경기도 시흥시 물왕동 341-12,031-486-4700,24,4992,199.36,,,,,,,,,,,,,,96,2,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 관리요원,카라반2대 + 야영트레일러2대,,,031-310-2914,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
,,,,,,,작은쉼터야영장,야영장,37.348606,126.758877,경기도 시흥시 죽율로 25,경기도 시흥시 죽율동 620,031-431-6660,15,4916,149.4,,,,,,,,,,,,,,56,18,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 확성기 + 관리요원,카라반 14대,,,031-310-2914,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
,,,,,,,반디캠프,야영장,37.7748020,126.9208353,경기도 파주시 광탄면 기산로 207,경기도 파주시 광탄면 기산리 470-1,000-0000-0000,20,4843,,,,,,,,,,,,,,,80,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,비학농원 캠핑장,야영장,37.8911680879,126.914495005,경기도 파주시 법원읍 만월로613번길 217,경기도 파주시 법원읍 직천리 760-2,000-0000-0000,14,2694,,,,,,,,,,,,,,,56,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,밤골 캠핑장,야영장,37.8875036,126.8224384,경기도 파주시 파평면 장승배기로268번길 141,경기도 파주시 파평면 율곡리 69-2,000-0000-0000,21,4564,,,,,,,,,,,,,,,84,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,파주힐링캠프,야영장,37.7728155,126.8828628,경기도 파주시 광탄면 보광로 877,경기도 파주시 광탄면 마장리 86,031-949-7717,40,9400,,,,,,,,,,,,,,,160,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,별고을 오토캠핑장,자동차야영장,35.9274534936,128.10529264,경상북도 성주군 금수면 성주로660,경상북도 성주군 금수면 무학리 805-15,054-933-6400,10,5300,170,,,,,,,,,,,,,,100,,화장실+샤워실+개수대,소화기+안전펜스,카라반,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,캠핑홀리데이 성주오토캠핑장,야영장,35.8536741819,128.198542583,경상북도 성주군 수륜면 신정3길2-19,경상북도 성주군 수륜면 신정리 657-58,1600-3183,57,10398,288,,,,,,,,,,,,,,285,,샤워실+화장실+개수대,소화기,"텃밭체험장, 어린이풀장",,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,성주자연오토캠핑장,야영장,35.8683955805,128.163046,경상북도 성주군 가천면 화죽리 동신로 803,경상북도 성주군 가천면 화죽리 372-2,054-931-1551,10,2148,480,,,,,,,,,,,,,,50,,화장실+샤워실+개수대,소화기,,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,가야산국립공원 백운동야영장,야영장,35.804871,128.142578,경상북도 성주군 수륜면 백운리 1833-2,경상북도 성주군 수륜면 백운리 1833-2,054-931-1430,27,11340,163.76,,,,,,,,,,,,,,135,,화장실+취사용 급수대,소화기+안전펜스,,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,가야경 오토캠핑장,야영장,35.8521313966,128.118929,경상북도 성주군 가천면 동신로 209,경상북도 성주군 가천면 용사리 34-1,054-932-3379,6,4960,235.96,,,,,,,,,,,,,,30,,화장실+샤워실+카라반,소화기,카라반,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,미루밸리 캠핑장,야영장,35.8606715616,128.133113387,경상북도 성주군 가천면 법전1길 137,경상북도 성주군 가천면 법전리 777,054-930-8373,12,1545,197,,,,,,,,,,,,,,60,,화장실+샤워실+급수대,소화기+안전펜스,,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,금수문화공원야영장,자동차야영장,35.9175171703,128.122171342,경상북도 성주군 금수면 무학1길 11-5,경상북도 성주군 금수면 무학리 47,054-932-1456,73,50592,681,,,,,,,,,,,,,,365,,화장실+샤워실+급수대,소화기+안전펜스,"족구장, 농구장",,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,아라야영장,야영장,35.9085253688,128.136511543,경상북도 성주군 금수면 사더래길 116,경상북도 성주군 금수면 봉두리 310,054-933-0014,2,2790,115,,,,,,,,,,,,,,20,,화장실+샤워실+개수대,소화기+안전펜스,글램핑,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,포천리컴펜글,야영장,35.8723475272,128.149799692,경상북도 성주군 가천면 포천계곡로 277,경상북도 성주군 가천면 화죽리 595-1,054-932-1300,10,2766,391,,,,,,,,,,,,,,50,,화장실+샤워실,소화기+안전펜스,,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,JB 캠핑하우스,야영장,37.9623689022,126.927116584,경기도 파주시 적성면 감악산로 1270-74,경기도 파주시 적성면 구읍리 556,000-0000-0000,21,9994,,,,,,,,,,,,,,,84,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,포천파크야영장,야영장,35.8694477003,128.171600633,경상북도 성주군 가천면 포천계곡로 81,경상북도 성주군 가천면 화죽리 81,054-932-9339,3,3194,656,,,,,,,,,,,,,,15,,화장실+샤워실,소화기,카라반,,,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,가야산백운토캠핑장,야영장,35.7953012179,128.151768076,경상북도 성주군 수륜면 백운2길 51-32,경상북도 성주군 수륜면 백운리 917,054-931-6623,6,830,,,,,,,,,,,,,,,24,,화장실+샤워실,소화기,,,,054-931-6623,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
,,,,,,,희리산자연휴양림야영장,야영장,36.1126271559,126.6641456901,충청남도 서천군 종천면 희리산길 206,,041-953-2230,57,5800,190,,,,,,,,,,,,,,228,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,8000,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
,,,,,,,희리산자연휴양림야영장,자동차야영장,36.1126271559,126.6641456901,충청남도 서천군 종천면 희리산길 206,,041-953-2230,22,4432,39,,,,,,,,,,,,,,132,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,22000,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
,,,,,,,솔바람캠핑장,야영장,36.0241484794,126.6652094337,충청남도 서천군 장항읍 장항산단로 34번길 48-44,,041-956-6769,25,2428,30,,,,,,,,,,,,,,120,20,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
