축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
기지시줄다리기민속축제(미정),기지시줄다리기 박물관 일원,2021-01-01,2021-12-31,"줄나가기, 줄다리기, 씨름대회, 풍물대회, 짚풀문화체험, 다문화대축제",기지시줄다리기 축제위원회,"기지시줄다리기 축제위원회,기지시줄다리기 보존회","충청남도, 충청남도 당진시, 기지시줄다리기 보존회 등",041-355-8118,,"기지시 틀못, 500년, 세계무형문화유산",충청남도 당진시 송악읍 안틀모시길 11,충청남도 당진시 송악읍 기지시리 49-4,36.89616228,126.694732,2021-10-26,5680000,충청남도 당진시
순성매화벚꽃축제(취소),순성면 갈산리 특설무대,2021-01-01,2021-12-31,"시낭송, 풍물행사, 공연, 플리마켓, 벚꽃사진대회",순성면 축제위원회,순성면 축제위원회,"순성면사무소,순성농협",,,"벚꽃, 봄, 사진, 행사",충청남도 당진시 순성면 갈산길 101-9,충청남도 당진시 순성면 갈산리 406-4,36.87274421,126.6732374,2021-10-26,5680000,충청남도 당진시
제10회 산토끼와 따오기가 함께하는 창작동요제,창녕문화예술회관 대공연장,2021-11-06,2021-11-06,무관중 비대면 동요제,㈜KNN,경상남도 창녕군청,,,,,경상남도 창녕군 창녕읍 우포2로 1189-25,경상남도 창녕군 교리 991,35.5447363554,128.4902051420,2022-01-05,5410000,경상남도 창녕군
진주남강유등축제,진주성 및 진주남강일원,2021-12-04,2021-12-12,"개제식(초혼점등), 소망등 달기, 추억의 유등띄우기, 창작등 전시, 진주성 둘레길등 전시, 한국의 등·세계풍물등 전시 자치단체 상징등 전시 등",진주남강유등축제제전위원회,경상남도 진주시/진주문화예술재단,"문화체육관광부,경상남도,한국관광공사,경상남도교육청,언론기관",055-755-9111,http://www.yudeung.com,,경상남도 진주시 강남로 291번길 10,경상남도 진주시 강남동 98,35.18725548,128.0855326,2022-01-05,5310000,경상남도 진주시
개천예술제,진주시 일원,2021-11-07,2021-11-14,"성화 채화, 진다례 말차시연, 호국타종, 성화 봉송 및 안치, 제향, 진군명령 퍼포먼스, 개천합창제, 진주오광대 정기공연, 진주·삼천포 농악, 종야축제(뮤지컬 진주대첩), 서제, 개제식, 가장행렬경진대회, 예술경연대회, 진주대첩승전재현행사, 종야축제, 예술문화축하행사, 체험행사, 각종 전시 등",개천예술제 제전위원회,경상남도 진주시 / (사)한국예총 진주지회,,055-752-0111,http://www.gaecheonart.com,,경상남도 진주시 강남로 215(칠암동) 문화예술회관 6층,경상남도 진주시 칠암동 500-15,35.18727536,128.0917424,2022-01-05,5310000,경상남도 진주시
코리아드라마페스티벌,"경남문화예술회관, 장대동 남강둔치 일원",2021-12-04,2021-12-12,"코리아드라마어워즈, KDF콘서트, 드라마영상국제포럼, 부대행사 등",(사)드라마페스티벌 조직위원회,(사)드라마페스티벌 조직위원회,"문화체육관광부,경상남도,진주시",055-755-2363,http://www.kdfo.org,,경상남도 진주시 신안로 104(신안동) 원불교 건물 3층,경상남도 진주시 신안동 10-10,35.18734031,128.0711471,2022-01-05,5310000,경상남도 진주시
2019 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",2019-09-20,2019-09-22,"시민공연마당, 전시체험부스, 개폐막 축하공연, 방송국 공개방송, 안양시민의날 기념식, 안양시민가요제 등",(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2022-02-09,3830000,경기도 안양시
(미정)2022 양주 천만송이 천일홍 축제,나리농원 일원,2022-09-24,2022-09-25,지역축제,양주시축제추진위원회,양주시,,031-8082-5655,https://www.yangju.go.kr/festival/index.do,,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833,2022-01-14,5590000,경기도 양주시
신안튤립축제,신안튤립공원(임자도대광해변일원),2019-04-12,2019-04-21,"예술공연, 사진촬영대회, 섬등산대회, 각종 체험행사",신안튤립축제추진위원회,신안군,,061-240-4041,https://tour.shinan.go.kr/,,전라남도 신안군 임자면 대광해수욕장길 179,,35.10291276,126.0725117,2022-02-08,5010000,전라남도 신안군
2019 신안 섬 갯벌 축제,증도면 일원,2019-08-02,2019-08-11,"개막행사 : 방송축하쇼, 해상불꽃쇼문화행사 : 케이팝EDM페스타, 갯벌콘서트, 바다음악회체험행사 : 바다,갯벌스포츠 체험/키즈 워터파크 갯벌 놀이터, 호핑투어, 갯벌원정대스포츠행사 : 전국 카누대회, 전국패들보드대회, 전국 마라톤(달리기)대회, 갯벌 스포츠 종목",신안군,신안군,,061-240-8684,https://tour.shinan.go.kr/,,전라남도 신안군증도면 짱뚱어해변길,,,,2022-02-08,5010000,전라남도 신안군
수선화축제,지도읍 선도,2019-03-01,2019-03-12,"체험프로그램, 자전거타기 등",축제조직위,축제조직위,,,https://tour.shinan.go.kr/,,전라남도 신안군 지도읍 선도,,,,2022-02-08,5010000,전라남도 신안군
보성전어축제,율포솔밭해수풀장,2019-08-24,2019-08-25,"전어잡기,체험 등",보성전어축제추진위원회,보성전어축제추진위원회,보성군,061-850-8395,http://www.boseong.go.kr/tour/festivity/gizzard_shad,,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.6700298,127.0890226,2020-06-08,4890000,전라남도 보성군
양록제,종합운동장,2020-10-08,2020-10-10,"읍면대항 민속 및 체육경기, 양록제례, 양구문화예술축제, 농특산물 품평회, 금강산가는 옛길 걷기대회 등",양록제집행위원회,(사)양구군축제위원회,"3군단, 노도부대, 백두산부대 등",033-480-2230,http://www.ygtour.kr/,,,강원도 양구군 양구읍 하리 96-1,38.109607,127.985179,2020-06-30,4320000,강원도 양구군
시래기축제,해안면 펀치볼 힐링하우스광장일원,2020-10-24,2020-10-25,"시래기 덕장체험, 시래기 떡메치기, 농촌체험, 사과 품평회 및 시식회, DMZ 평화바람길 걷기 등",시래기축제집행위원회,(사)양구군축제위원회,"양구군, 양구농협",033-480-2230,http://ygfestival.kr/,,,강원도 양구군 해안면 후리 720번지,38.291042,128.143313,2020-06-30,4320000,강원도 양구군
제10회 무궁화축제,종합운동장,2018-10-05,2018-10-06,"민속놀이, 노래자랑, 특산품판매, 풍물시장, 불꽃놀이, 체험행사, 전시행사등",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 태학리 산23-1,,,2018-08-27,4250000,강원도 홍천군
제7회 홍천인삼송어축제,홍천강변,2019-01-05,2019-01-21,"농특산물전시 및 판매, 홍보관, 실내체험관, 실외체험, 송어낚시, 먹거리, 요리경연대회",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 희망리 421,,,2018-08-27,4250000,강원도 홍천군
제5회바회마을 화전민 축제,홍천군 두촌면 광석로 922-8(괘석2리 교육장),2018-07-27,2018-07-27,"화전민 생활공연, 화전민 전통혼례식, 주민노래자랑, 사진전시회, 화전민 생활공예",괘석2리 영농회,괘석2리 영농회,홍천군,033-435-1960,,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",강원도 홍천군 두촌면 광석로 922-8,강원도 홍천군 두촌면 괘석리 190,,,2018-08-27,4250000,강원도 홍천군
흑석산 철쭉제,가학산자연휴양림,2021-04-25,2021-04-26,"산신제, 어린이체험, 산행, 농산물홍보 등",흑석산철쭉제추진위원회,흑석산철쭉제추진위원회,해남군,061-531-3362,www.haenam.go.kr,,전라남도 해남군 계곡면 산골길 306,전라남도 해남군 계곡면 가학리 산1,34.6709354,126.6169962,2021-08-23,4930000,전라남도 해남군
연호보리축제,냔냔이농원,2021-05-30,2021-05-30,"보리밭체험, 문화탐방, 참여마당, 놀이마당, 나만의 인생샷 포토존, 무대공연, 솟대만들기",연호마을축제위원회,연호마을축제위원회,해남군,061-535-1092,www.haenam.go.kr,,전라남도 해남군 황산면 원금길 162-51,전라남도 해남군 황산면 연호리 482-2,34.5987027565,126.4913352855,2021-08-23,4930000,전라남도 해남군
땅끝수국축제,포레스트수목원,2021-06-10,2021-07-19,"100여희귀품종, 수국사진공모전 등",포레스트수목원,포레스트 수목원,해남군,061-533-7220,www.4est수목원.com,,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.45321139,126.5954999595,2021-08-23,4930000,전라남도 해남군
송호해변여름축제,송호해수욕장,2021-07-24,2021-08-15,"여름음악회, 불꽃축제, 체험행사 등",㈜파라,해남군,해남군,061-530-5157,,,전라남도 해남군 송지면 땅끝해안로 1813,전라남도 해남군 송지면 송호리 914-5,34.3157138954,126.5189508937,2021-08-23,4930000,전라남도 해남군
오시아노 樂 페스티벌,오시아노 관광단지,2021-08-06,2021-08-08,"놀이마당, 문화마당,체험, 캠핑존 등",㈜파라,해남군,해남군,061-530-5158,,,,전라남도 해남군 화원면 화봉리 376-1,34.670829,126.260601,2021-08-23,4930000,전라남도 해남군
(취소) 2020 화성뱃놀이축제,"전곡항,제부마리나",2021-06-01,2021-06-01,해양레저 체험,화성시문화재단,화성시,,031-5189-6136,http://hs-boatingfestival.com/,,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.186718,126.6524993786,2021-10-21,5530000,경기도 화성시
제15회 정읍 구절초꽃축제,정읍 구절초 테마공원,2022-09-29,2022-10-16,"구절초 꽃길산책, 꽃밭음악회 등",정읍시구절초축제추진위원회,정읍시,전라북도+한국수자원공사,063-539-6172,http://www.jeongeup.go.kr/culture,,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952,2022-01-25,4690000,전라북도 정읍시
둔내고랭지토마토축제,둔내면사무소~둔내파출소 간,2022-08-01,2022-08-01,"토마토풀장, 향토음식체험, 추억의 물총놀이 등",둔내고랭지토마토축제위원회,강원도 횡성군 둔내면사무소,,033-340-2704,,,강원도 횡성군 둔내면 둔내로51번길 17,강원도 횡성군 둔내면 자포곡리 402,37.51240862,128.2185775,2022-01-24,4260000,강원도 횡성군
횡성더덕축제,청일면 유동3리 농거리야영장,2022-08-01,2022-08-01,"더덕요리경연대회, 더덕캐기체험, 더덕품평회 등",횡성더덕축제위원회,강원도 횡성군 청일면사무소,,033-340-2706,,,강원도 횡성군 청일면 유동로 17,강원도 횡성군 청일면 유동리 850-2,37.58392059,128.1502908,2022-01-24,4260000,강원도 횡성군
안흥찐빵축제,주천강 실미교 아래 둔치,2022-10-01,2022-10-01,"안흥찐빵 시식 및 홍보, 농경문화 체험, 먹거리장터운영 등",안흥찐빵축제위원회,강원도 횡성군 안흥면사무소,,033-340-2703,,,강원도 횡성군 안흥면 안흥로 27,강원도 횡성군 안흥면 안흥리 284-11,37.41281125,128.1561222,2022-01-24,4260000,강원도 횡성군
횡성한우축제,횡성읍 문화체육공원 일원,2022-09-30,2022-10-04,"횡성한우축제 문화포럼,  횡성스토리파노라마, 라이브커머스 등",횡성문화재단,강원도 횡성군청,,033-340-5712,http://www.hscf.or.kr,,강원도 횡성군 횡성읍 문예로 75,강원도 횡성군 횡성읍 읍하리 260,37.48863768,127.9751991,2022-01-24,4260000,강원도 횡성군
제주유채꽃축제,가시리 유채꽃광장 일대,2022-03-01,2022-04-01,제주유채꽃축제,제주유채꽃축제조직위원회,서귀포시,,064-760-3946,http://www.jejuflowerfestival.com/,,제주특별자치도 서귀포시 표선면 녹산로 381-15,,33.38309593,126.7362847,2022-01-24,6520000,제주특별자치도 서귀포시
한라산청정고사리축제,축제홈페이지,2022-04-01,2022-04-01,대한민국 관광 일번지 제주를 걷고 보고 만지고 느끼는 축제입니다.,남원읍축제위원회,남원읍축제위원회,,064-760-4181,http://www.jejugosari.net/,,제주특별자치도 서귀포시 남원읍 태위로 695,,33.2798959,126.720677,2022-01-24,6520000,제주특별자치도 서귀포시
서귀포유채꽃국제걷기대회,제주월드컵경기장일원,2022-03-01,2022-03-01,코로나19로 지친 몸과 마음을 달랠 수 있는 유채꽃 걷기 대회,한국체육진흥회,서귀포시,,,https://cafe.daum.net/seogwipo-walking,,제주특별자치도 서귀포시 월드컵로 33,,33.24621937,126.5092753,2022-01-24,6520000,제주특별자치도 서귀포시
벚꽃주간 버스킹 음악회,구미시,2022-03-28,2022-04-03,버스킹 공연,미정,미정,,,,,,경상북도 구미시 남통동 414-17,,,2022-02-09,5080000,경상북도 구미시
보성차밭 빛축제,봇재 차밭 일원,2020-12-11,2021-01-10,"빛 경관조명, 체험행사",보성군,보성군,전라남도,061-850-5211,http://www.boseong.go.kr/tour/festivity/light_festival,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.7198767,127.081709,2020-06-08,4890000,전라남도 보성군
벌교꼬막축제,벌교읍천변,2019-10-31,2019-11-03,"꼬막체험, 갯벌체험 등",벌교꼬막축제추진위원회,벌교꼬막축제추진위원회,보성군,061-857-7676,http://www.boseong.go.kr/tour/festivity/cockle,,전라남도 보성군 벌교읍 벌교천1길 19,전라남도 보성군 벌교읍 회정리 547-2,34.84476516,127.3464624,2020-06-08,4890000,전라남도 보성군
