관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
섬진강 망덕포구,관광지,전라남도 광양시 진월면 망덕길 171,전라남도 광양시 진월면 망덕리 845-82,34.96787088,127.7579265,10029,"주차장, 화장실",,,,,,1979-12-03,10000,1000,"550리 섬진강과 남해바다가 만나는곳, 윤동주시인 유고보존 정병욱 가옥",061-772-4066,청매실농원,2021-10-26,4840000,전라남도 광양시
윤동주 유고 보존 정병욱 가옥,관광지,전라남도 광양시 진월면 망덕길 249,전라남도 광양시 진월면 망덕리 23,34.97075423,127.759122,254,화장실,,,,,,1979-12-03,10000,1000,국가등록문화재 제341호,061-797-2418,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
광양매화문화관,관광지,전라남도 광양시 다압면 지막1길 21,전라남도 광양시 다압면 도사리 377,35.07665864,127.7180474,4694.1,"화장실, 주차장, 매점",,,,,,1979-12-03,10000,1000,"매화꽃, 매실가공식품, 홍쌍리 명인",061-797-3363,광양시청 관광과,2021-10-26,4840000,전라남도 광양시
느랭이골자연리조트,관광지,전라남도 광양시 토끼재길 119-32,전라남도 광양시 다압면 신원리 산125,35.06003247,127.7114041,53302,"화장실, 주차장, 매점, 매표소",글램핑 40동,"힐링산책로, LED 별빛축제",,레스토랑,관리사무소,1979-12-03,10000,1000,"편백숲 삼림욕장, 글램핑장, 별빛축제",1588-2704,느랭이골 자연휴양림 글램핑장,2021-10-26,4840000,전라남도 광양시
구봉산전망대,관광지,전라남도 광양시 구봉산전망대길 155,,34.93646837,127.6427008,1761,"화장실, 주차장",,,,카페테리아,관리사무소,1979-12-03,10000,1000,"해발 473m 구봉산, 9.4m 봉수대, 광양만야경",061-797-2296,광양시청 시설관리과,2021-10-26,4840000,전라남도 광양시
광양항해양공원,관광지,,전라남도 광양시 중동 1894,34.9212775101,127.6939636136,27282.5,"화장실, 주차장",,,,,,1979-12-03,10000,1000,"공연장, 포토존, 산책로",061-797-3363,광양시청 관광과,2021-10-26,4840000,전라남도 광양시
무지개다리,관광지,,전라남도 광양시 금호동 625-1,34.9367985668,127.715141,1840.5,"화장실, 주차장",,,,,,1979-12-03,10000,1000,"해상보도교량(L=300m, B=4m)",061-797-3363,광양시청 관광과,2021-10-26,4840000,전라남도 광양시
해오름육교,관광지,,전라남도 광양시 마동 1125,34.9344266195,127.7061606362,32577.6,"화장실, 주차장",,,,,,1979-12-03,10000,1000,중마동과 금호동을 연결하는 이순신 해변관광 테마거리 랜드마크 육교 (L=155.2m),061-797-3363,광양시청 관광과,2021-10-26,4840000,전라남도 광양시
배알도수변공원,관광지,,전라남도 광양시 태인동 1632-13,34.959931,127.7601849287,1598,"화장실, 주차장",,,캠핑장,,,1979-12-03,10000,1000,"가족단위 야영·캠핑장, 해변 데크산책로",061-797-3363,광양시청 관광과,2021-10-26,4840000,전라남도 광양시
광양 김 시식지,관광지,전라남도 광양시 김시식지1길 57-6,,34.94697848,127.7519933,166,"화장실, 주차장",,,,,,1979-12-03,10000,1000,도지정기념물 제113호,061-797-2418,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
능강관광지,관광지,충청북도 제천시 수산면 옥순봉로 1248,충청북도 제천시 수산면 능강리 200-10,36.9900227746,128.1956763721,136818,주차장+관광정보안내소+관리사무소+오수처리장+정배수장+순환도로+전용상수도,휴양콘도미니엄,"골프연습장, 미니골프장, 노래방, 단구장","산상전망대1,2, 찜질방, 자연학습장, 과수단지, 문화관, 전통도예방, 야외공연장, 산정휴게소, 명산센터",-,녹지,1997-06-27,20730,300,청풍호 경관자원과 연계 한국 최고의 스위스형 테마 및 산악 휴양형 핵심 체류 거점 리조트,043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
금월봉관광지,관광지,충청북도 제천시 금성면 청풍호로 1316,충청북도 제천시 금성면 월굴리 134-41,37.04384263,128.1736527,92514,관리사무소+주차장+공중화장실+오수처리장+정수장(배수지)+도로+이벤트광장+변전소,"빌라형, 테라스형1, 테라스형2, 별장형, 타워형",-,조경휴게소,-,"상가, 보전녹지, 기타녹지",1998-05-29,14017,300,"청풍호의 수려한 자연경관과 기암괴석(금월봉)을 배경으로 유휴지를 최대한 활용한 체류형 관공시설(호텔, 콘도 등) 조성",043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
계산관광지,관광지,충청북도 제천시 청풍면 계산리 9-4번지,충청북도 제천시 청풍면 계산리 9-4,37.017861,128.130911,135806,주차장+도로+배수지오수처리장,펜션,"운동장, 눈썰매장","조경휴게소, 바비큐장, 전망대",-,"완충녹지, 원형보존녹지",1998-07-24,20576,0,수상레저 및 수상마리나 등 수상연계관광 인프라 조성 및 비봉산모노레일 등과 연계 관광 인프라조성 목적 관광지,043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
만남의광장,관광지,충청북도 제천시 청풍면 청풍호로50길 6,충청북도 제천시 청풍면 교리 147,37.01083356,128.1811895,147440,도로+광장+공용주차장+매표소(매점)+화장실,-,"번지점프장, 인공암벽장, 종합관리동","만남의광장, 휴게쉼터, 야생화원",-,-,2003-02-13,22339,264,청풍호반 주변 관광시설과 연계한 핵심 관광거점으로 각종 관광시설이 집중된 제천관광의 중심지,043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
제천 성내관광지,관광지,충청북도 제천시 금성면 청풍호로 1482,충청북도 제천시 금성면 성내리 산12-2,37.03366403,128.1751729,111060,도로+광장+주차장+관리동+화장실,-,,"촬영장, 휴게쉼터",,"전문음식점, 기념품(토산품점), 녹지",2004-08-27,16827,0,청풍호반의 뛰어난 장소적 특성을 활용한 문화영상 테마지구로 한류와 연계 국내외 영상테마 관광지,043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
제천온천관광지,관광지,충청북도 제천시 수산면 내리 산24번지,충청북도 제천시 수산면 내리 산24,36.9218335179,128.1819713620,296700,관리사무소+도로+주차장+오수처리장+배수지,휴양콘도미니엄,-,"한방온천장(워터파크포함), 조경휴게지",-,"상가, 완충녹지, 원형보존녹지",2002-01-16,44954,0,"청풍호반, 월악산등과 연계한 핵심 처류거점으로 한방도시 컨셉과 연계한 한방온천장으로 조성계획 관광지",043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
교리관광지,관광지,충청북도 제천시 청풍면 청풍호로 1798,충청북도 제천시 청풍면 교리 225-1,37.0165671698,128.1768531473,316900,오수정화조+정배수장+소각장+공중화장실+주차장+도로,"청풍레이크호텔, 청풍힐호텔, 민박촌","다목적운동장, 구기장, 놀이동산, 미니골프장","조경휴게소, 녹지공원, 다목적광장, 격납고",-,"관리원 숙소, 하천, 유보지, 녹지",1989-12-28,48015,200,청풍호반 주변 관광시설과 연계한 핵심 체류 거점으로 청풍권 최고의 리조트 관광지,043-641-6712,충청북도 제천시청,2021-10-25,4400000,충청북도 제천시
치산관광지,관광지,경상북도 영천시 신녕면 신암길 17,경상북도 영천시 신녕면 치산리 산255,36.0469328129,128.7128209679,270000,"공중화장실, 주차장",해당없음,해당없음,치산캠핑장,해당없음,해당없음,1990-12-31,1124,281,"수려하고 맑은물이 흐르는 치산계곡이 있어 여름철 30,000명 이상이 찾는 관광명소임",054-330-6582,영천시청,2021-10-26,5100000,경상북도 영천시
자갈치시장,관광지,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.09661444,129.0305818,0,화장실+주차장,"관광호텔, 게스트하우스",,,,,2006-08-11,6217,0,부산의 대표적 명소이자 신선한 활어와 선어를 저렴하게 살 수있는 한국 최대의 전통 수산물시장,051-245-2594,부산 시설공단,2021-10-19,3250000,부산광역시 중구
40계단테마거리,관광지,부산광역시 중구 대청로135번길 13,부산광역시 중구 중앙동4가 38-1,35.10397225,129.0346287,0,공중화장실,,,40계단 문화관,,,2003-02-12,500,0,"40계단을 중심으로 조성된 테마거리로 뻥튀기 아저씨,  물동이 진 아이 등의 조형물이 꾸며져있다.",051-600-4046,부산광역시 중구,2021-10-19,3250000,부산광역시 중구
BIFF광장,관광지,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,0,공중화장실,"호텔, 게스트하우스",,,,,2011-02-24,5000,0,세계적 영화제로 발돋움한 부산국제영화제의 태동지,051-600-4084,부산광역시 중구,2021-10-19,3250000,부산광역시 중구
영도대교,관광지,부산광역시 중구 태종로 8,부산광역시 중구 남포동1가 33-9,35.09725344,129.035681,0,공중화장실,,,,,부산중구 관광안내소,2006-11-25,2000,0,"영도대교는 일제 강점기 시절 영도와 부산항 사이의 원활한 왕래를 위해 1934년 11월에 준공된 동양최조의 교량이자 국내 유일의 연륙교로써의 역사적인 의미를 지니고 있으며, 한국 전쟁 당시 헤어진 가족들의 기약 없는 이별의 종착지이자 이산가족들에겐 삶의 애환이 서려있는 장소이다.",051-780-0062,부산 시설공단,2021-10-19,3250000,부산광역시 중구
보수동책방골목,관광지,부산광역시 중구 대청로 57-1,부산광역시 중구 보수동1가 124-15,35.10323904,129.0263248,0,화장실,,,보수동책방골목 문화관,,,2010-12-08,4010,0,"보수동 책방골목은 국제시장 입구 대청로 사거리 건너 보수동쪽으로 난 사선 방향의 좁은 골목길에 집결된 책방을 말한다. 8.15광복 직후 오늘날의 국제시장이 태평양전쟁으로 주택가가 철거되어 빈터로 놓여 있을 때 일본인이 남기고 간 책을 난전을 벌여 팔았는데, 그 장소가 개인소유가 되자, 보수동 앞길로 책장사들이 한 두 사람 자리를 옮겨 앉게 되면서부터 오늘의 골목이 형성되는 바탕이 되었다.",051-743-7650,부산광역시 중구,2021-10-19,3250000,부산광역시 중구
용두산공원,관광지,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,35.1009305,129.0324434,0,화장실,,,,,,1944-01-08,3000,0,"부산의 역사가 살아 숨쉬고 있는 대표적 관광명소로서 부산의 상진인 120m 높이의 부산타워, 부산 시민의 종, 충무공 이순신 동상, 미술전시관 등이 조화롭게 조성되어 있다.",051-860-7820,부산 시설공단,2021-10-19,3250000,부산광역시 중구
광복로,관광지,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,35.09947039,129.0311659,0,"화장실, 공영주차장",,,,,창선동 관광안내소,1970-01-01,7000,0,"패션·쇼핑거리로 중앙에는 21세기 도약의 이미지를 상징하는 `비상 2000` 조형물이 설치되어 있다. 매년 광복로 문화축제를 개최하는 볼거리, 즐길거리가 풍성한 문화예술의 거리이다.",051-600-4084,부산광역시 중구,2021-10-19,3250000,부산광역시 중구
부산영화체험박물관,관광지,부산광역시 중구 대청로126번길 12,부산광역시 중구 동광동3가 41-4,35.10169342,129.033594,0,"화장실, 공영주차장",,,,,,2017-07-03,500,0,"부산영화체험박물관은 대한민국을 대표하는 영화체험 복합문화공간입니다. 전국 최초의 영화관련 전문전시체험시설로 지상지상 4층, 지하 3층으로 구성된 본 체험박물관은 영화의 원리를 이해하고 제작의 즐거움을 체험할 수 있는 다양한 전시시설 및 영화의 과거와 미래를 연결하는 하이테크 시네마를 갖추고 있습니다.",051-715-4200,부산 영화체험 박물관,2021-10-19,3250000,부산광역시 중구
장계관광지,관광지,충청북도 옥천군 안내면 장계1길 57-1,충청북도 옥천군 안내면 장계리 산 7-1,36.37728877,127.6356203,198705,향토전시관(관리실)+화장실(3동)+주차장,없음,없음,공연장,없음,없음,1986-06-07,1000,250,"아름다운 대청호반이 한눈에 내려다보이며, 향토자료 및 시문학 작품을 감상할 수 있음.",043-730-3721,충청북도 옥천군청,2021-10-08,4430000,충청북도 옥천군
예술의전당,관광지,서울특별시 서초구 남부순환로 2406,서울특별시 서초구 서초동 700,37.4802402,127.0142152,120734,오페라글라스+물품보관소+키즈라운지+수유실+주차요금+사전정산기+은행ATM,,,"오페라극장, CJ 토월극장, 자유소극장, 콘서트홀, IBK챔버홀, 리사이틀홀, 한가람미술관, 서예박물관 등",,,1988-02-15,7000,1212,"수준높은 문화예술 콘텐츠와 편리한 시설, 감동적인 서비스가 조화를 이루는 우리나라 대표 복합문화공간이다. 예술가들의 열정이 고객 감동으로 이어지는 예술의 전당은 연간 300만명의 관람객이 찾는 문화놀이터이자 도심 속 문화 휴식공간이다.",02-580-1300,예술의전당,2021-10-21,3210000,서울특별시 서초구
국립국악원,관광지,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771881,127.0098185,36622,화장실+주차장+카페,,,"국악박물관, 예악당, 우면당, 연희풍류극장, 국악연수관, 야외체험관",,,1951-04-10,1160,227,"전통음악 및 무용의 계승과 발전을 위해 설립된 국립 음악기관으로 각종 국악 공연 및 연구, 진흥사업 등 다양한 활동을 펼치고 있다. 산하에 정악단, 무용단, 민속악단, 창작악단 등 네개의 전속 예술단과 예악당, 우면당, 풍류사랑방, 연희마당 등의 공연장, 국악박물관, 국악연수관 등의 시설을 갖추고 있다.",02-580-3300,국립국악원,2021-10-21,3210000,서울특별시 서초구
헌인릉,관광지,서울특별시 서초구 헌인릉길 36-10,서울특별시 서초구 내곡동 산 13-1,37.46537744,127.0837156,247,화장실+주차장,,,,,,1970-05-26,500,20,"사적 제 194호인 이곳은 동쪽의 헌릉과 서쪽의 인릉으로 구성되어 있다. 헌릉은 조선 제3대 태종과 원경왕후 민씨의 쌍봉릉이며, 인릉은 조선 제23대 순조와 순원왕후 김씨의 동원합동 형태이다.",02-440-0347,문화재청,2021-10-21,3210000,서울특별시 서초구
